last_name, first_name,year,b_ab,b_home_run,batting_avg,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,
Gattis, Evan,2015,566,27,.246,.246,.420,.308,.287,.174,88.9,10.4,
Gosselin, Phil,2015,106,3,.311,.288,.430,.359,.359,.142,86.9,6.2,
Kiermaier, Kevin,2015,505,10,.263,.275,.386,.309,.310,.111,87.6,9,
Rogers, Jason,2015,152,4,.296,.261,.430,.339,.336,.168,90.4,7.5,
Bird, Greg,2015,157,11,.261,.254,.558,.382,.337,.304,93,21.3,
Hedges, Austin,2015,137,3,.168,.193,.262,.226,.241,.070,88.1,12.8,
Lindor, Francisco,2015,390,12,.313,.283,.412,.331,.331,.129,89.9,5.8,
Odor, Rougned,2015,426,16,.261,.238,.388,.306,.299,.150,88.3,12.3,
Swihart, Blake,2015,288,5,.274,.261,.360,.299,.307,.100,86.8,10.5,
Sardinas, Luis,2015,97,0,.196,.183,.218,.203,.231,.035,82.9,3.6,
Franco, Maikel,2015,304,14,.280,.264,.446,.341,.330,.182,88.8,9.8,
Bradley Jr., Jackie,2015,221,10,.249,.206,.380,.303,.299,.174,89.2,10.5,
Herrera, Dilson,2015,90,3,.211,.203,.306,.278,.305,.103,84.9,17.1,
Ahmed, Nick,2015,421,9,.226,.219,.311,.263,.272,.092,86.1,12.4,
Asche, Cody,2015,425,12,.245,.245,.395,.302,.296,.150,87.3,14.8,
Betts, Mookie,2015,597,18,.291,.288,.456,.348,.340,.169,90.3,15.3,
Featherston, Taylor,2015,154,2,.162,.211,.298,.251,.259,.088,86.8,9.5,
Panik, Joe,2015,382,8,.312,.290,.409,.345,.363,.118,86.8,11.5,
Spangenberg, Cory,2015,303,4,.271,.258,.356,.305,.326,.097,87.3,4.8,
Tomlinson, Kelby,2015,178,2,.303,.288,.355,.318,.345,.067,87.3,4.3,
Tucker, Preston,2015,300,13,.243,.255,.415,.319,.308,.160,89.7,9.8,
Marte, Ketel,2015,219,2,.283,.249,.325,.297,.324,.075,87.2,6.8,
Peterson, Jace,2015,528,6,.239,.251,.368,.311,.329,.117,87.1,9.8,
Collins, Tyler,2015,192,4,.266,.252,.406,.313,.303,.154,87.7,14,
Pillar, Kevin,2015,586,12,.278,.266,.363,.297,.305,.097,85.8,14.1,
Ramirez, Jose,2015,315,6,.219,.243,.340,.297,.316,.097,86.6,12,
Gallo, Joey,2015,108,6,.204,.202,.439,.314,.299,.237,91.5,15.2,
Russell, Addison,2015,475,13,.242,.208,.333,.273,.276,.125,86.5,15,
Seager, Corey,2015,98,4,.337,.326,.563,.422,.416,.237,90.4,9.2,
Johnson, Micah,2015,100,0,.230,.196,.258,.254,.284,.062,87.1,0.9,
Plawecki, Kevin,2015,233,3,.219,.230,.339,.276,.291,.108,88.6,10,
Garcia, Adonis,2015,191,10,.277,.292,.497,.351,.310,.205,89.2,7.8,
Taylor, Chris,2015,94,0,.170,.213,.335,.263,.261,.123,88.8,14.8,
Correa, Carlos,2015,387,22,.279,.286,.487,.367,.353,.202,90,8.2,
Buxton, Byron,2015,129,2,.209,.175,.258,.216,.220,.083,86.4,12.6,
Duffy, Matt,2015,573,12,.295,.286,.428,.336,.329,.143,88,7.2,
Conforto, Michael,2015,174,9,.270,.291,.546,.387,.354,.255,92.2,13.3,
Puig, Yasiel,2015,282,11,.255,.251,.428,.328,.319,.177,89.3,12.2,
Soler, Jorge,2015,366,10,.262,.260,.416,.323,.324,.156,91.7,11.1,
Castillo, Rusney,2015,273,5,.253,.224,.323,.262,.261,.099,88.3,0.9,
Kang, Jung Ho,2015,421,15,.287,.282,.479,.364,.351,.197,90.5,7,
Tomas, Yasmany,2015,406,9,.273,.247,.364,.287,.282,.117,89.3,4.9,
Guerrero, Alex,2015,219,11,.233,.234,.401,.291,.264,.167,87.1,14.6,
Schwarber, Kyle,2015,232,16,.246,.238,.481,.363,.350,.243,91.9,15.5,
Beltre, Adrian,2017,340,17,.312,.283,.466,.361,.362,.183,86.6,12.3,
Beltran, Carlos,2017,467,14,.231,.236,.379,.293,.291,.143,87.3,13.4,
Werth, Jayson,2017,252,10,.226,.250,.449,.344,.344,.199,88.1,14.2,
Suzuki, Ichiro,2017,196,3,.255,.232,.299,.272,.296,.067,80.2,5.2,
Martinez, Victor,2017,392,10,.255,.269,.454,.344,.339,.185,88.7,13,
Utley, Chase,2017,309,8,.236,.250,.421,.333,.337,.170,86.8,10.7,
Pujols, Albert,2017,593,23,.241,.261,.451,.322,.305,.190,88.7,13.4,
Holliday, Matt,2017,373,19,.231,.237,.438,.339,.329,.201,89.8,11.8,
Mauer, Joe,2017,525,7,.305,.313,.483,.379,.391,.170,90.6,6.2,
Cabrera, Miguel,2017,469,16,.249,.284,.531,.377,.361,.247,91.3,12.5,
Gonzalez, Adrian,2017,231,3,.242,.243,.400,.296,.288,.157,87.7,14.3,
Phillips, Brandon,2017,572,13,.285,.272,.388,.307,.308,.115,84.7,8.3,
Reyes, Jose,2017,501,15,.246,.240,.353,.295,.311,.113,84.3,15.7,
Mathis, Jeff,2017,186,2,.215,.206,.308,.257,.269,.102,87,12.3,
Choo, Shin-Soo,2017,544,22,.261,.274,.483,.373,.372,.209,88.7,7.9,
Rivera, Rene,2017,218,10,.252,.249,.446,.318,.303,.197,87.2,15.1,
Molina, Yadier,2017,501,18,.273,.274,.472,.338,.317,.198,87.9,14.8,
Cano, Robinson,2017,592,23,.280,.298,.495,.363,.355,.197,90.3,7.4,
Encarnacion, Edwin,2017,554,38,.258,.270,.534,.395,.390,.264,89.2,16.6,
Hardy, J.J.,2017,254,4,.217,.230,.352,.272,.268,.122,87.1,9.1,
Weeks Jr., Rickie,2017,97,2,.216,.165,.287,.259,.276,.122,89.3,15.8,
Bautista, Jose,2017,587,23,.203,.209,.383,.308,.316,.174,88.4,16.9,
Jones, Adam,2017,597,26,.285,.265,.444,.324,.304,.179,86.8,11.9,
Aybar, Erick,2017,333,7,.234,.239,.327,.284,.305,.088,82.7,7.5,
Martin, Russell,2017,307,13,.221,.241,.417,.345,.360,.176,88.3,6.9,
Blanco, Andres,2017,130,3,.192,.191,.294,.252,.263,.103,84.4,8.8,
Granderson, Curtis,2017,449,26,.212,.229,.464,.348,.340,.236,87.7,20,
Ruiz, Carlos,2017,125,3,.216,.241,.401,.327,.335,.160,87.7,12,
Davis, Rajai,2017,336,5,.235,.233,.333,.279,.292,.101,86,11.4,
Ramirez, Hanley,2017,496,23,.242,.266,.486,.352,.342,.221,88.4,12.6,
Morales, Kendrys,2017,557,28,.250,.270,.513,.356,.328,.243,91.2,9.6,
Kendrick, Howie,2017,305,9,.315,.279,.464,.347,.337,.185,87.5,1.2,
Napoli, Mike,2017,425,29,.193,.201,.446,.315,.292,.245,88.2,22.2,
Kinsler, Ian,2017,551,22,.236,.259,.438,.335,.335,.179,86.3,19.5,
McCann, Brian,2017,349,18,.241,.251,.440,.335,.335,.189,87.6,14,
Walker, Neil,2017,385,14,.265,.265,.431,.350,.364,.166,85.9,17,
Suzuki, Kurt,2017,276,19,.283,.265,.469,.346,.337,.204,87.2,18.5,
Desmond, Ian,2017,339,7,.274,.235,.322,.275,.291,.088,87.6,0,
Cruz, Nelson,2017,556,39,.288,.288,.594,.407,.378,.305,93.2,12.4,
Jaso, John,2017,256,10,.211,.235,.437,.342,.348,.202,85.8,19.1,
Trumbo, Mark,2017,559,23,.234,.236,.394,.300,.291,.158,89.6,12.5,
Peralta, David,2017,525,14,.293,.265,.403,.321,.327,.139,88.1,4.2,
Pina, Manny,2017,330,9,.279,.252,.401,.305,.302,.149,87.1,17.6,
Escobar, Alcides,2017,599,6,.250,.254,.362,.279,.277,.108,84.1,13.8,
Jay, Jon,2017,379,2,.296,.280,.370,.330,.364,.089,85.7,10.1,
Prado, Martin,2017,140,2,.250,.252,.350,.279,.283,.098,86.8,6.3,
Duda, Lucas,2017,423,30,.217,.240,.494,.353,.341,.254,90.3,19.2,
Wieters, Matt,2017,422,10,.225,.232,.372,.291,.296,.140,85.7,12.4,
Longoria, Evan,2017,613,20,.261,.255,.422,.320,.312,.167,86.7,12.8,
Cozart, Zack,2017,438,24,.297,.258,.408,.337,.352,.150,85.8,14.8,
Barney, Darwin,2017,336,6,.232,.229,.299,.259,.273,.070,82.5,11.6,
Guyer, Brandon,2017,165,2,.236,.247,.343,.314,.341,.096,84.8,15.6,
Rodriguez, Sean,2017,132,5,.167,.174,.294,.262,.283,.120,86.6,13.2,
Lobaton, Jose,2017,141,4,.170,.218,.392,.297,.293,.174,85,9.3,
Reynolds, Mark,2017,520,30,.267,.225,.423,.322,.315,.198,87.2,11.8,
Davis, Chris,2017,456,26,.215,.222,.451,.332,.319,.229,90.1,14.8,
Zobrist, Ben,2017,435,12,.232,.264,.409,.335,.348,.145,87.2,9.3,
Fowler, Dexter,2017,420,18,.264,.280,.474,.365,.377,.194,88.4,13,
Flowers, Tyler,2017,317,12,.281,.272,.436,.356,.372,.164,89.4,11.1,
Headley, Chase,2017,512,12,.273,.254,.399,.325,.337,.145,87.2,11.7,
Drew, Stephen,2017,95,1,.253,.224,.337,.279,.286,.113,88.1,20.5,
Smith, Seth,2017,330,13,.258,.273,.465,.355,.356,.192,89.8,9.9,
Lind, Adam,2017,267,14,.303,.286,.530,.374,.354,.243,90.6,10.7,
Pence, Hunter,2017,493,13,.260,.264,.436,.332,.322,.172,89,4.3,
Span, Denard,2017,497,12,.272,.286,.418,.336,.343,.132,85.3,11,
Hanigan, Ryan,2017,101,2,.267,.235,.301,.270,.299,.066,83.4,2.9,
Cabrera, Asdrubal,2017,479,14,.280,.267,.442,.340,.341,.175,87.2,12,
Ellsbury, Jacoby,2017,356,7,.264,.262,.382,.324,.347,.120,85.6,10,
Tulowitzki, Troy,2017,241,7,.249,.243,.376,.295,.295,.133,86.4,9.2,
Blackmon, Charlie,2017,644,37,.331,.294,.530,.381,.368,.236,87.3,13.4,
Blanco, Gregor,2017,224,3,.246,.232,.356,.308,.328,.124,86,13.8,
Frazier, Todd,2017,474,27,.213,.235,.460,.360,.364,.226,87.5,20.4,
Ellis, A.J.,2017,143,6,.210,.193,.326,.276,.285,.133,86,11.5,
Iannetta, Chris,2017,272,17,.254,.223,.414,.328,.331,.191,87.8,15.3,
Maldonado, Martin,2017,429,14,.221,.214,.371,.280,.271,.157,85.4,13,
Chirinos, Robinson,2017,263,17,.255,.218,.464,.344,.331,.245,87.7,17.9,
Stewart, Chris,2017,131,0,.183,.223,.295,.256,.280,.073,84.5,10.1,
Young, Chris,2017,243,7,.235,.237,.366,.310,.325,.129,85.1,16,
Markakis, Nick,2017,593,8,.275,.273,.396,.329,.353,.123,88.3,8.8,
Pedroia, Dustin,2017,406,7,.293,.283,.382,.331,.361,.099,85.2,10.4,
Castillo, Welington,2017,341,20,.282,.263,.485,.340,.309,.222,89.2,14.2,
Nunez, Eduardo,2017,467,12,.313,.268,.370,.297,.299,.102,86.4,6.2,
Pearce, Steve,2017,313,13,.252,.247,.425,.320,.315,.178,87.2,13.9,
Cain, Lorenzo,2017,584,15,.300,.306,.439,.356,.370,.133,89.1,10.3,
McCutchen, Andrew,2017,570,28,.279,.289,.493,.372,.372,.205,88.4,14.3,
Jackson, Austin,2017,280,7,.318,.286,.429,.351,.363,.143,88.9,10.4,
Upton, Justin,2017,557,35,.273,.253,.504,.361,.343,.251,88.7,15.7,
Maybin, Cameron,2017,395,10,.228,.239,.354,.309,.331,.114,87.1,4.4,
Turner, Justin,2017,457,21,.322,.305,.560,.408,.404,.255,89.4,18.4,
Posey, Buster,2017,494,12,.320,.279,.450,.351,.366,.171,88.7,11.5,
Espinosa, Danny,2017,266,6,.173,.193,.331,.267,.268,.138,87.4,13.8,
Bruce, Jay,2017,555,36,.254,.263,.508,.360,.334,.245,88.4,18.3,
Votto, Joey,2017,559,36,.320,.301,.567,.423,.440,.266,87.5,14,
Rasmus, Colby,2017,121,9,.281,.254,.543,.353,.299,.289,89.1,15.2,
Gardner, Brett,2017,594,21,.264,.278,.420,.346,.363,.142,86.4,10.3,
Young Jr., Eric,2017,110,4,.264,.227,.313,.283,.306,.086,85.2,2.7,
Saunders, Michael,2017,218,6,.202,.223,.366,.279,.276,.144,85.8,12.1,
Joyce, Matt,2017,469,25,.243,.255,.486,.361,.350,.230,88.3,15.2,
Hundley, Nick,2017,287,9,.244,.240,.411,.294,.272,.171,88.6,13.1,
Pennington, Cliff,2017,194,3,.253,.227,.316,.271,.287,.089,86.3,15.1,
Braun, Ryan,2017,380,17,.268,.274,.484,.356,.343,.211,89.9,7.6,
Butera, Drew,2017,163,3,.227,.214,.285,.253,.273,.072,85.2,18.5,
Gordon, Alex,2017,476,9,.208,.223,.364,.300,.310,.141,86.3,14.1,
Gimenez, Chris,2017,186,7,.220,.213,.352,.317,.344,.139,86.1,15.6,
Gomez, Carlos,2017,368,17,.255,.250,.444,.340,.337,.194,88.6,15.9,
Moss, Brandon,2017,362,22,.207,.235,.506,.343,.306,.271,89.7,17.5,
Kemp, Matt,2017,438,19,.276,.289,.515,.356,.330,.226,88.4,8.3,
Plouffe, Trevor,2017,283,9,.198,.221,.361,.288,.294,.140,87.9,11.8,
Romine, Andrew,2017,318,4,.233,.250,.356,.295,.306,.105,83.6,8.1,
Andrus, Elvis,2017,643,20,.297,.264,.411,.316,.308,.147,86.5,7.7,
Cervelli, Francisco,2017,265,5,.249,.248,.388,.327,.342,.140,87.5,6.6,
Cabrera, Melky,2017,620,17,.285,.302,.440,.343,.342,.138,88.3,8.9,
Sandoval, Pablo,2017,259,9,.220,.228,.396,.292,.275,.168,89.4,10.9,
Ramos, Wilson,2017,208,11,.260,.258,.475,.331,.294,.218,86,5.9,
Santana, Carlos,2017,571,23,.259,.270,.475,.368,.374,.206,88.7,12.9,
Parra, Gerardo,2017,392,10,.309,.275,.414,.320,.315,.140,86,8.3,
Montero, Miguel,2017,185,6,.216,.182,.342,.278,.284,.160,85.2,14.4,
Gonzalez, Carlos,2017,470,14,.262,.240,.376,.311,.323,.135,87.5,6.2,
Valbuena, Luis,2017,347,22,.199,.205,.423,.320,.305,.218,87.4,17,
Mercer, Jordy,2017,502,14,.255,.262,.387,.311,.333,.125,85.8,9.2,
Belt, Brandon,2017,382,18,.241,.262,.531,.385,.375,.269,89.3,22.1,
Carter, Chris,2017,184,8,.201,.194,.414,.303,.281,.220,89.7,23,
Alonso, Yonder,2017,451,28,.266,.261,.503,.367,.361,.241,89.2,19.4,
Smoak, Justin,2017,560,38,.270,.280,.577,.395,.364,.298,89.7,17.2,
Zimmerman, Ryan,2017,524,36,.303,.298,.563,.387,.353,.266,91.4,8.5,
Lowrie, Jed,2017,567,14,.277,.291,.489,.371,.372,.198,88.9,18.7,
Carrera, Ezequiel,2017,287,8,.282,.242,.375,.311,.323,.133,84.8,5.4,
Avila, Alex,2017,311,14,.264,.275,.567,.407,.397,.292,91,12.4,
Bourjos, Peter,2017,188,5,.223,.215,.323,.261,.266,.108,85.9,6.6,
Brantley, Michael,2017,338,9,.299,.293,.443,.349,.356,.150,88.4,9.9,
Castro, Jason,2017,356,10,.242,.242,.412,.328,.334,.170,87.2,13.2,
Escobar, Yunel,2017,350,7,.274,.280,.438,.340,.338,.158,89,2.5,
Moore, Tyler,2017,187,6,.230,.220,.402,.283,.260,.182,88,17.6,
Morrison, Logan,2017,512,38,.246,.257,.516,.373,.364,.260,88.6,17.6,
Rosales, Adam,2017,289,7,.225,.195,.287,.231,.235,.092,87.7,17.4,
Hernandez, Gorkys,2017,310,0,.255,.245,.340,.296,.321,.094,85.2,9.3,
Sucre, Jesus,2017,176,7,.256,.256,.415,.308,.293,.159,86.6,14.9,
Aoki, Norichika,2017,336,5,.277,.261,.352,.303,.323,.091,86.1,4.5,
Cespedes, Yoenis,2017,291,17,.292,.282,.533,.367,.344,.251,90,19,
Gurriel, Yuli,2017,529,18,.299,.292,.447,.337,.328,.155,89.9,10.4,
Solarte, Yangervis,2017,466,18,.255,.244,.385,.304,.307,.141,85.4,14.7,
Rojas, Miguel,2017,272,1,.290,.283,.355,.318,.357,.072,83.8,9.3,
Escobar, Eduardo,2017,457,21,.254,.260,.471,.337,.317,.210,86.5,17.8,
Martinez, Jose,2017,272,14,.309,.338,.611,.429,.407,.273,90.8,11.5,
Adrianza, Ehire,2017,162,2,.265,.244,.366,.301,.314,.122,84.5,14.7,
Lagares, Juan,2017,252,3,.250,.239,.349,.283,.287,.110,86.2,8.6,
Almonte, Abraham,2017,172,3,.233,.244,.385,.314,.325,.141,88,4.4,
Freese, David,2017,426,10,.263,.265,.407,.351,.374,.143,89,3,
Davis, Khris,2017,566,43,.247,.261,.577,.390,.351,.316,92.2,14.1,
Pham, Tommy,2017,444,23,.306,.291,.498,.391,.400,.207,89.7,6.9,
Chisenhall, Lonnie,2017,236,12,.288,.257,.487,.348,.333,.230,86.3,16.6,
Presley, Alex,2017,245,3,.314,.301,.384,.322,.341,.084,85.5,9.5,
Martinez, J.D.,2017,432,45,.303,.297,.685,.431,.372,.389,91,15.8,
Valencia, Danny,2017,450,15,.256,.245,.381,.305,.307,.136,88.2,8.9,
Reddick, Josh,2017,477,13,.314,.292,.445,.345,.348,.154,87.7,17.9,
Gentry, Craig,2017,101,2,.257,.276,.395,.336,.354,.119,85.9,10.2,
Dyson, Jarrod,2017,346,5,.251,.260,.348,.309,.337,.088,82.4,9.3,
Murphy, Daniel,2017,534,23,.322,.306,.503,.369,.371,.197,89.6,17.3,
Goldschmidt, Paul,2017,558,36,.297,.287,.568,.404,.396,.281,91.4,11.6,
Gonzalez, Marwin,2017,455,23,.303,.249,.418,.328,.332,.168,88.6,11.7,
Amarista, Alexi,2017,168,3,.238,.219,.287,.238,.250,.068,84.1,9.7,
Leon, Sandy,2017,271,7,.225,.210,.314,.267,.280,.104,83.7,15.2,
Altuve, Jose,2017,590,24,.346,.296,.495,.373,.368,.199,86.2,9.6,
Tejada, Ruben,2017,113,0,.230,.270,.380,.315,.329,.110,85.8,14.8,
Hernandez, Cesar,2017,511,9,.294,.280,.410,.344,.363,.130,85.7,4.5,
Segura, Jean,2017,524,11,.300,.281,.414,.328,.333,.133,87.6,6.7,
Castro, Starlin,2017,443,16,.300,.266,.416,.314,.307,.150,87.4,6.9,
Marte, Starling,2017,309,7,.275,.274,.421,.335,.336,.147,83.2,9.2,
Sanchez, Hector,2017,137,8,.219,.207,.369,.266,.240,.162,86.6,19.6,
Pirela, Jose,2017,312,10,.288,.273,.435,.336,.335,.162,89.3,6,
Blash, Jabari,2017,164,5,.213,.237,.442,.351,.355,.205,87.3,14.8,
d'Arnaud, Travis,2017,348,16,.244,.250,.434,.316,.300,.185,87.9,13.5,
Descalso, Daniel,2017,344,10,.233,.227,.390,.317,.328,.162,87,12.8,
Dietrich, Derek,2017,406,13,.249,.257,.424,.334,.342,.167,85.9,16.6,
Donaldson, Josh,2017,415,33,.270,.264,.549,.396,.382,.285,90.7,13.6,
Freeman, Freddie,2017,440,28,.307,.291,.597,.408,.390,.306,89.7,16,
Grandal, Yasmani,2017,438,22,.247,.213,.390,.290,.277,.178,88.2,12.6,
Heyward, Jason,2017,432,11,.259,.267,.400,.327,.336,.134,86.6,11.2,
LeMahieu, DJ,2017,609,8,.310,.311,.414,.352,.376,.103,89.2,3.3,
Lucroy, Jonathan,2017,423,6,.265,.262,.372,.320,.345,.111,85,7.7,
Mesoraco, Devin,2017,141,6,.213,.212,.371,.312,.323,.159,83.4,17.4,
Moreland, Mitch,2017,508,22,.246,.272,.535,.374,.351,.263,89.3,11.7,
Moustakas, Mike,2017,555,38,.272,.267,.495,.342,.313,.227,87.4,18.1,
Norris, Derek,2017,179,9,.201,.231,.412,.302,.288,.180,87.7,20,
Revere, Ben,2017,291,1,.275,.310,.383,.323,.343,.072,82.7,4.6,
Rizzo, Anthony,2017,572,32,.273,.286,.524,.399,.406,.238,88.4,15.3,
Romine, Austin,2017,229,2,.218,.264,.378,.306,.316,.114,86.6,7.9,
Rupp, Cameron,2017,295,14,.217,.204,.397,.297,.288,.193,88.6,8.4,
Sogard, Eric,2017,249,3,.273,.274,.368,.346,.395,.094,84.8,13.9,
Souza Jr., Steven,2017,523,30,.239,.240,.454,.351,.353,.214,88.8,11.5,
Stanton, Giancarlo,2017,597,59,.281,.277,.587,.401,.373,.310,91.9,11.1,
Szczur, Matt,2017,195,3,.226,.201,.293,.297,.337,.092,84,17.3,
Thames, Eric,2017,469,31,.247,.232,.458,.346,.346,.226,88.2,12.9,
Vogt, Stephen,2017,279,12,.233,.232,.406,.299,.285,.174,85.4,17.3,
Galvis, Freddy,2017,608,12,.255,.247,.375,.298,.304,.128,86.3,15.1,
Perez, Salvador,2017,471,27,.268,.278,.537,.354,.309,.259,88.6,18.9,
Forsythe, Logan,2017,361,6,.224,.241,.395,.341,.368,.153,89,12.3,
Flores, Wilmer,2017,336,18,.271,.268,.472,.332,.307,.204,87.6,16.9,
Marte, Jefry,2017,127,4,.173,.215,.338,.291,.305,.124,85.2,8.7,
Nava, Daniel,2017,183,4,.301,.280,.429,.358,.379,.149,87.3,10.9,
Garcia, Avisail,2017,518,18,.330,.301,.521,.374,.354,.220,90.3,7.6,
Perez, Hernan,2017,432,14,.259,.259,.390,.299,.291,.131,84.9,10.3,
Inciarte, Ender,2017,662,11,.304,.270,.361,.303,.321,.091,82.8,10.1,
Ozuna, Marcell,2017,613,37,.312,.285,.510,.369,.353,.225,90.7,10,
Villar, Jonathan,2017,403,11,.241,.224,.344,.276,.278,.121,88.3,3.1,
Santana, Danny,2017,168,4,.202,.221,.382,.279,.263,.161,87.5,4.7,
Telis, Tomas,2017,104,0,.240,.250,.334,.283,.295,.084,83.5,7.7,
Aguilar, Jesus,2017,279,16,.265,.245,.478,.338,.315,.233,89,11.8,
Bandy, Jett,2017,169,6,.207,.213,.327,.280,.294,.114,85.2,16.5,
Beckham, Tim,2017,533,22,.278,.263,.458,.335,.316,.195,88.5,8.8,
Broxton, Keon,2017,414,20,.220,.228,.427,.319,.307,.199,87.3,10.5,
Crawford, Brandon,2017,518,14,.253,.247,.412,.314,.306,.165,87.5,11.4,
Cron, C.J.,2017,339,16,.248,.259,.479,.340,.317,.220,89.2,18.3,
Gomes, Yan,2017,341,14,.232,.212,.372,.294,.292,.161,86.3,16.1,
Grossman, Robbie,2017,382,9,.246,.276,.405,.356,.389,.129,86.4,12.2,
Harrison, Josh,2017,486,16,.272,.261,.407,.324,.331,.147,84.9,16.5,
Herrmann, Chris,2017,226,10,.181,.216,.397,.307,.305,.182,89.1,10.3,
Hicks, Aaron,2017,301,15,.266,.252,.438,.355,.365,.187,86.7,11.7,
Hicks, John,2017,173,6,.266,.268,.444,.338,.330,.176,85.7,8,
Hosmer, Eric,2017,603,25,.318,.298,.464,.365,.369,.167,89.8,3.8,
Joseph, Caleb,2017,254,8,.256,.246,.381,.286,.277,.135,84.3,9.8,
Kipnis, Jason,2017,336,12,.232,.236,.415,.311,.298,.180,86.2,17.5,
Mahtook, Mikie,2017,348,12,.276,.278,.453,.341,.332,.175,88.4,10.2,
McCann, James,2017,352,13,.253,.265,.463,.343,.330,.198,87.1,15.5,
Miller, Brad,2017,338,9,.201,.222,.379,.325,.348,.157,89.4,11,
Rendon, Anthony,2017,508,25,.301,.278,.490,.376,.387,.212,89.8,18.3,
Semien, Marcus,2017,342,10,.249,.241,.388,.316,.322,.148,87.1,17.1,
Shaw, Travis,2017,538,31,.273,.251,.442,.332,.331,.191,88.5,14.9,
Springer, George,2017,548,34,.283,.294,.530,.390,.379,.236,89.2,9.6,
Strange-Gordon, Dee,2017,653,2,.308,.266,.328,.287,.305,.062,81.6,2,
Vazquez, Christian,2017,324,5,.290,.263,.372,.299,.305,.109,85.2,8,
Wong, Kolten,2017,354,4,.285,.277,.387,.335,.374,.111,86.5,9.7,
Gregorius, Didi,2017,534,25,.287,.264,.392,.301,.299,.128,84.5,17.6,
Garcia, Leury,2017,300,9,.270,.264,.391,.312,.313,.126,85.2,4,
Franklin, Nick,2017,106,2,.179,.253,.378,.317,.335,.125,83.6,7.2,
Grichuk, Randal,2017,412,22,.238,.247,.507,.339,.296,.260,89.2,16.2,
Marisnick, Jake,2017,230,16,.243,.207,.420,.306,.289,.213,88,18.3,
Trout, Mike,2017,402,33,.306,.299,.598,.432,.439,.299,88.8,17.6,
Herrera, Odubel,2017,526,14,.281,.266,.418,.316,.312,.152,87.3,9.7,
Almora Jr., Albert,2017,299,8,.298,.275,.409,.319,.321,.133,87.3,8.7,
Ruiz, Rio,2017,150,4,.193,.221,.381,.305,.310,.160,88.1,4.3,
Delmonico, Nicky,2017,141,9,.262,.236,.397,.336,.354,.161,83.8,12.5,
Wolters, Tony,2017,229,0,.240,.218,.276,.267,.322,.058,83.8,5.8,
Harper, Bryce,2017,420,29,.319,.296,.555,.400,.396,.259,91.1,14,
Perez, Roberto,2017,217,8,.207,.218,.373,.298,.302,.155,86.2,6.8,
Kim, Hyun Soo,2017,212,1,.231,.268,.395,.326,.342,.127,88.7,9.7,
Martin, Leonys,2017,128,3,.172,.210,.344,.269,.270,.135,86.7,12.7,
Abreu, Jose,2017,621,33,.304,.290,.525,.368,.343,.235,90.6,11.2,
Diaz, Elias,2017,188,1,.223,.249,.347,.283,.289,.098,86.4,6.4,
Narvaez, Omar,2017,253,2,.277,.266,.326,.318,.365,.059,83.6,11.4,
Machado, Dixon,2017,166,1,.259,.250,.341,.286,.296,.092,84.7,5,
Suarez, Eugenio,2017,534,26,.260,.261,.445,.357,.369,.184,86.1,14.7,
Polanco, Gregory,2017,379,11,.251,.260,.399,.309,.313,.139,86.5,13.1,
Santana, Domingo,2017,525,30,.278,.273,.476,.366,.367,.203,89.2,10.5,
Gonzalez, Erik,2017,110,4,.255,.259,.441,.310,.278,.183,88.4,3.7,
Urshela, Gio,2017,156,1,.224,.256,.366,.290,.292,.110,87.4,9.5,
Alcantara, Arismendy,2017,105,1,.171,.189,.245,.200,.204,.056,82.9,7.1,
Sanchez, Yolmer,2017,484,12,.267,.243,.362,.292,.299,.119,84.8,10.4,
Schoop, Jonathan,2017,622,32,.293,.273,.447,.337,.324,.174,87.6,13,
Adams, Matt,2017,339,20,.274,.276,.517,.350,.321,.241,88.8,16.1,
Altherr, Aaron,2017,372,19,.272,.263,.481,.348,.332,.218,89.3,11.2,
Arenado, Nolan,2017,606,37,.309,.282,.530,.371,.351,.248,88.8,17.4,
Barnhart, Tucker,2017,370,7,.270,.267,.395,.319,.345,.129,86.2,9.7,
Bour, Justin,2017,377,25,.289,.277,.522,.374,.360,.244,89.3,9.6,
Davidson, Matt,2017,414,26,.220,.216,.461,.306,.259,.245,89,17.7,
Fuentes, Rey,2017,136,3,.235,.243,.354,.283,.286,.110,82.9,9.2,
Gennett, Scooter,2017,461,27,.295,.254,.441,.322,.305,.188,86.4,13.1,
Goodwin, Brian,2017,251,13,.251,.260,.472,.344,.327,.212,87.9,14.6,
Hamilton, Billy,2017,582,4,.247,.246,.299,.274,.300,.053,80.5,10.3,
Haniger, Mitch,2017,369,16,.282,.260,.446,.339,.332,.186,87.7,10.9,
Hernandez, Enrique,2017,297,11,.215,.228,.401,.316,.322,.173,88.6,14.2,
Holt, Brock,2017,140,0,.200,.205,.248,.268,.310,.043,83.7,5.2,
Joseph, Tommy,2017,495,22,.240,.239,.405,.303,.291,.166,89.1,13.9,
Kelly, Ty,2017,89,2,.191,.226,.331,.276,.289,.105,83.9,13.4,
Lamb, Jake,2017,536,30,.248,.256,.470,.358,.367,.214,88.2,12.1,
Maile, Luke,2017,130,2,.146,.171,.274,.212,.201,.104,83.4,12.4,
Marrero, Deven,2017,171,4,.211,.209,.312,.258,.263,.103,86.9,3.6,
Myers, Wil,2017,567,30,.243,.236,.443,.333,.325,.207,89.4,15.4,
